dat,OzoneLamp,PAMLamps2,Irradiance,RH,Temp,SLFC_SLPM
1/30/2023 0:00,10,10,107.2736787,28.49249,25.45861,-1.393949695
1/30/2023 0:00,10,10,108.1458224,28.49249,25.45861,-1.408049206
1/30/2023 0:00,10,10,108.1458224,28.49249,25.45861,-1.396769597
1/30/2023 0:00,10,10,107.7097506,28.49249,25.45861,-1.396769597
1/30/2023 0:00,10,10,107.7097506,28.49249,25.45861,-1.393949695
1/30/2023 0:00,10,10,107.7097506,28.49249,25.45861,-1.393949695
1/30/2023 0:00,10,10,107.7097506,28.49249,25.45861,-1.399589499
1/30/2023 0:00,10,10,107.7097506,28.49249,25.45861,-1.391129792
1/30/2023 0:00,10,10,107.2736787,28.49249,25.44788,-1.396769597
1/30/2023 0:00,10,10,107.2736787,28.49249,25.45861,-1.399589499
1/30/2023 0:00,10,10,108.1458224,28.49249,25.45861,-1.396769597
1/30/2023 0:00,10,10,108.5818943,28.49249,25.45861,-1.391129792
1/30/2023 0:00,10,10,106.8376068,28.49249,25.45861,-1.399589499
1/30/2023 0:00,10,10,108.1458224,28.49249,25.45861,-1.399589499
1/30/2023 0:00,10,10,107.7097506,28.49249,25.45861,-1.393949695
1/30/2023 0:00,10,10,107.2736787,28.49249,25.45861,-1.393949695
1/30/2023 0:00,10,10,108.1458224,28.49249,25.44788,-1.393949695
1/30/2023 0:00,10,10,107.7097506,28.49249,25.44788,-1.391129792
1/30/2023 0:01,10,10,108.5818943,28.49249,25.44788,-1.399589499
1/30/2023 0:01,10,10,107.7097506,28.49249,25.44788,-1.393949695
1/30/2023 0:01,10,10,107.7097506,28.49249,25.45861,-1.391129792
1/30/2023 0:01,10,10,109.0179662,28.49249,25.45861,-1.396769597
1/30/2023 0:01,10,10,107.7097506,28.49249,25.44788,-1.405229304
1/30/2023 0:01,10,10,107.7097506,28.49249,25.44788,-1.393949695
1/30/2023 0:01,10,10,108.1458224,28.49249,25.45861,-1.393949695
1/30/2023 0:01,10,10,108.1458224,28.49249,25.44788,-1.396769597
1/30/2023 0:01,10,10,108.1458224,28.49249,25.44788,-1.38830989
1/30/2023 0:01,10,10,108.5818943,28.49249,25.44788,-1.396769597
1/30/2023 0:01,10,10,108.5818943,28.49249,25.44788,-1.396769597
1/30/2023 0:01,10,10,107.7097506,28.49249,25.45861,-1.393949695
1/30/2023 0:01,10,10,107.7097506,28.49249,25.44788,-1.396769597
1/30/2023 0:01,10,10,107.2736787,28.49249,25.44788,-1.396769597
1/30/2023 0:01,10,10,107.7097506,28.49249,25.45861,-1.393949695
1/30/2023 0:01,10,10,108.1458224,28.49249,25.44788,-1.38830989
1/30/2023 0:01,10,10,108.1458224,28.49249,25.44788,-1.38830989
1/30/2023 0:01,10,10,108.1458224,28.49249,25.44788,-1.402409402
1/30/2023 0:02,10,10,107.7097506,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,107.7097506,28.49249,25.45861,-1.396769597
1/30/2023 0:02,10,10,108.1458224,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,108.1458224,28.49249,25.44788,-1.393949695
1/30/2023 0:02,10,10,108.1458224,28.49249,25.44788,-1.391129792
1/30/2023 0:02,10,10,108.1458224,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,108.1458224,28.49249,25.44788,-1.393949695
1/30/2023 0:02,10,10,108.1458224,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,107.7097506,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,107.7097506,28.49249,25.44788,-1.38830989
1/30/2023 0:02,10,10,107.2736787,28.49249,25.44788,-1.393949695
1/30/2023 0:02,10,10,107.7097506,28.49249,25.44788,-1.393949695
1/30/2023 0:02,10,10,107.2736787,28.49249,25.44788,-1.408049206
1/30/2023 0:02,10,10,107.7097506,28.49249,25.44788,-1.385489988
1/30/2023 0:02,10,10,106.8376068,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,109.0179662,28.49249,25.44788,-1.393949695
1/30/2023 0:02,10,10,107.2736787,28.49249,25.44788,-1.396769597
1/30/2023 0:02,10,10,106.401535,28.49249,25.43716,-1.396769597
1/30/2023 0:03,10,10,107.7097506,28.49249,25.44788,-1.396769597
1/30/2023 0:03,10,10,107.7097506,28.49249,25.44788,-1.391129792
1/30/2023 0:03,10,10,108.5818943,28.49249,25.43716,-1.396769597
1/30/2023 0:03,10,10,107.2736787,28.49249,25.44788,-1.402409402
1/30/2023 0:03,10,10,109.0179662,28.49249,25.44788,-1.396769597
1/30/2023 0:03,10,10,107.7097506,28.49249,25.44788,-1.396769597
1/30/2023 0:03,10,10,107.2736787,28.49249,25.43716,-1.402409402
1/30/2023 0:03,10,10,107.7097506,28.49249,25.43716,-1.393949695
1/30/2023 0:03,10,10,107.7097506,28.49249,25.43716,-1.396769597
1/30/2023 0:03,10,10,108.1458224,28.49249,25.44788,-1.393949695
1/30/2023 0:03,10,10,108.1458224,28.49249,25.43716,-1.393949695
1/30/2023 0:03,10,10,108.1458224,28.49249,25.43716,-1.410869109
1/30/2023 0:03,10,10,108.1458224,28.49249,25.43716,-1.385489988
1/30/2023 0:03,10,10,109.0179662,28.49249,25.43716,-1.393949695
1/30/2023 0:03,10,10,108.5818943,28.49249,25.43716,-1.396769597
1/30/2023 0:03,10,10,107.7097506,28.49249,25.43716,-1.396769597
1/30/2023 0:03,10,10,107.7097506,28.49249,25.43716,-1.38830989
1/30/2023 0:03,10,10,108.1458224,28.49249,25.43716,-1.396769597
1/30/2023 0:04,10,10,108.1458224,28.49249,25.42643,-1.399589499
1/30/2023 0:04,10,10,108.1458224,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,107.2736787,28.49249,25.43716,-1.396769597
1/30/2023 0:04,10,10,108.1458224,28.49249,25.42643,-1.399589499
1/30/2023 0:04,10,10,107.2736787,28.49249,25.43716,-1.391129792
1/30/2023 0:04,10,10,107.2736787,28.49249,25.43716,-1.396769597
1/30/2023 0:04,10,10,107.7097506,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,108.5818943,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,107.2736787,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,108.1458224,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,107.7097506,28.49249,25.42643,-1.385489988
1/30/2023 0:04,10,10,107.7097506,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,108.1458224,28.49249,25.42643,-1.393949695
1/30/2023 0:04,10,10,107.7097506,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,108.1458224,28.49249,25.42643,-1.396769597
1/30/2023 0:04,10,10,107.7097506,28.49249,25.42643,-1.393949695
1/30/2023 0:04,10,10,106.8376068,28.49249,25.42643,-1.393949695
1/30/2023 0:04,10,10,109.0179662,28.49249,25.42643,-1.402409402
1/30/2023 0:05,10,10,108.5818943,28.49249,25.42643,-1.38830989
1/30/2023 0:05,10,10,108.1458224,28.49249,25.42643,-1.391129792
1/30/2023 0:05,10,10,108.1458224,28.49249,25.42643,-1.393949695
1/30/2023 0:05,10,10,108.1458224,28.49249,25.41571,-1.396769597
1/30/2023 0:05,10,10,107.7097506,28.49249,25.42643,-1.399589499
1/30/2023 0:05,10,10,108.1458224,28.49249,25.42643,-1.38830989
1/30/2023 0:05,10,10,107.2736787,28.49249,25.41571,-1.393949695
1/30/2023 0:05,10,10,107.7097506,28.49249,25.41571,-1.396769597
1/30/2023 0:05,10,10,107.2736787,28.49249,25.42643,-1.393949695
1/30/2023 0:05,10,10,107.7097506,28.49249,25.41571,-1.405229304
1/30/2023 0:05,10,10,107.7097506,28.49249,25.42643,-1.393949695
1/30/2023 0:05,10,10,107.7097506,28.49249,25.42643,-1.399589499
1/30/2023 0:05,10,10,106.8376068,28.49249,25.41571,-1.393949695
1/30/2023 0:05,10,10,107.2736787,28.49249,25.41571,-1.399589499
1/30/2023 0:05,10,10,107.2736787,28.49249,25.41571,-1.396769597
1/30/2023 0:05,10,10,107.2736787,28.49249,25.41571,-1.391129792
1/30/2023 0:05,10,10,107.7097506,28.49249,25.41571,-1.38830989
1/30/2023 0:05,10,10,107.7097506,28.49249,25.41571,-1.385489988
1/30/2023 0:05,10,10,108.1458224,28.49249,25.41571,-1.393949695
1/30/2023 0:06,10,10,108.1458224,28.49249,25.41571,-1.393949695
1/30/2023 0:06,10,10,107.7097506,28.49249,25.41571,-1.396769597
1/30/2023 0:06,10,10,108.5818943,28.49249,25.42643,-1.396769597
1/30/2023 0:06,10,10,107.7097506,28.49249,25.41571,-1.393949695
1/30/2023 0:06,10,10,108.5818943,28.49249,25.41571,-1.396769597
1/30/2023 0:06,10,10,108.1458224,28.49249,25.41571,-1.396769597
1/30/2023 0:06,10,10,108.1458224,28.49249,25.41571,-1.391129792
1/30/2023 0:06,10,10,107.7097506,28.49249,25.41571,-1.393949695
1/30/2023 0:06,10,10,105.5293912,28.49249,25.41571,-1.396769597
1/30/2023 0:06,10,10,107.2736787,28.49249,25.41571,-1.393949695
1/30/2023 0:06,10,10,106.401535,28.49249,25.41571,-1.396769597
1/30/2023 0:06,10,10,107.7097506,28.49249,25.41571,-1.391129792
1/30/2023 0:06,10,10,107.7097506,28.49249,25.41571,-1.385489988
1/30/2023 0:06,10,10,108.5818943,28.49249,25.40498,-1.396769597
1/30/2023 0:06,10,10,107.7097506,28.49249,25.41571,-1.391129792
1/30/2023 0:06,10,10,107.2736787,28.49249,25.41571,-1.399589499
1/30/2023 0:06,10,10,107.2736787,28.49249,25.41571,-1.399589499
1/30/2023 0:06,10,10,107.2736787,28.49249,25.41571,-1.399589499
1/30/2023 0:07,10,10,109.454038,28.49249,25.41571,-1.396769597
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.396769597
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.393949695
1/30/2023 0:07,10,10,106.8376068,28.49249,25.41571,-1.396769597
1/30/2023 0:07,10,10,108.1458224,28.49249,25.41571,-1.382670085
1/30/2023 0:07,10,10,108.1458224,28.49249,25.41571,-1.396769597
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.399589499
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.402409402
1/30/2023 0:07,10,10,108.5818943,28.49249,25.41571,-1.396769597
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.413689011
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.393949695
1/30/2023 0:07,10,10,108.1458224,28.49249,25.41571,-1.393949695
1/30/2023 0:07,10,10,108.1458224,28.49249,25.41571,-1.399589499
1/30/2023 0:07,10,10,109.454038,28.49249,25.41571,-1.393949695
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.402409402
1/30/2023 0:07,10,10,107.7097506,28.49249,25.41571,-1.402409402
1/30/2023 0:07,10,10,108.1458224,28.49249,25.41571,-1.393949695
1/30/2023 0:07,10,10,107.2736787,28.49249,25.41571,-1.38830989
1/30/2023 0:08,10,10,109.0179662,28.49249,25.41571,-1.393949695
1/30/2023 0:08,10,10,108.1458224,28.49249,25.40498,-1.399589499
1/30/2023 0:08,10,10,107.7097506,28.49249,25.41571,-1.396769597
1/30/2023 0:08,10,10,108.1458224,28.49249,25.40498,-1.396769597
1/30/2023 0:08,10,10,107.2736787,28.49249,25.41571,-1.38830989
1/30/2023 0:08,10,10,108.1458224,28.49249,25.41571,-1.399589499
1/30/2023 0:08,10,10,106.8376068,28.49249,25.40498,-1.393949695
1/30/2023 0:08,10,10,107.7097506,28.49249,25.40498,-1.393949695
1/30/2023 0:08,10,10,108.5818943,28.49249,25.40498,-1.393949695
1/30/2023 0:08,10,10,106.401535,28.49249,25.41571,-1.38830989
1/30/2023 0:08,10,10,106.8376068,28.49249,25.40498,-1.396769597
1/30/2023 0:08,10,10,107.2736787,28.49249,25.40498,-1.399589499
1/30/2023 0:08,10,10,105.9654631,28.49249,25.40498,-1.399589499
1/30/2023 0:08,10,10,106.401535,28.49249,25.40498,-1.393949695
1/30/2023 0:08,10,10,108.1458224,28.49249,25.40498,-1.393949695
1/30/2023 0:08,10,10,106.8376068,28.49249,25.40498,-1.396769597
1/30/2023 0:08,10,10,107.2736787,28.49249,25.40498,-1.396769597
1/30/2023 0:08,10,10,107.2736787,28.49249,25.40498,-1.38830989
1/30/2023 0:09,10,10,108.5818943,28.49249,25.40498,-1.393949695
1/30/2023 0:09,10,10,106.8376068,28.49249,25.40498,-1.396769597
1/30/2023 0:09,10,10,107.7097506,28.49249,25.40498,-1.385489988
1/30/2023 0:09,10,10,108.1458224,28.49249,25.40498,-1.393949695
1/30/2023 0:09,10,10,105.9654631,28.49249,25.40498,-1.399589499
1/30/2023 0:09,10,10,107.7097506,28.49249,25.40498,-1.396769597
1/30/2023 0:09,10,10,107.7097506,28.49249,25.39426,-1.402409402
1/30/2023 0:09,10,10,105.5293912,28.49249,25.39426,-1.396769597
1/30/2023 0:09,10,10,107.7097506,28.49249,25.39426,-1.399589499
1/30/2023 0:09,10,10,108.1458224,28.49249,25.39426,-1.399589499
1/30/2023 0:09,10,10,107.2736787,28.49249,25.39426,-1.393949695
1/30/2023 0:09,10,10,108.5818943,28.49249,25.39426,-1.393949695
1/30/2023 0:09,10,10,107.7097506,28.49249,25.39426,-1.396769597
1/30/2023 0:09,10,10,106.8376068,28.49249,25.39426,-1.396769597
