dat,OzoneLamp,PAMLamps2,Irradiance,RH,Temp,SLFC_SLPM
11/10/2022 8:34,10,10,103.3490319,49.86243,23.16344,-1.410869109
11/10/2022 8:34,10,10,99.860457,7.35144,24.97598,-1.393949695
11/10/2022 8:34,10,10,99.860457,7.35144,24.97598,-1.379850183
11/10/2022 8:34,10,10,99.42438514,7.35144,24.97598,-1.393949695
11/10/2022 8:34,10,10,99.42438514,7.35144,24.97598,-1.38830989
11/10/2022 8:34,10,10,99.860457,7.35144,24.97598,-1.391129792
11/10/2022 8:34,10,10,99.42438514,7.35144,24.97598,-1.391129792
11/10/2022 8:35,10,10,99.42438514,7.35144,24.97598,-1.393949695
11/10/2022 8:35,10,10,98.98831327,7.35144,24.97598,-1.391129792
11/10/2022 8:35,10,10,98.98831327,7.35144,24.97598,-1.391129792
11/10/2022 8:35,10,10,99.860457,7.35144,24.97598,-1.393949695
11/10/2022 8:35,10,10,99.860457,7.35144,24.97598,-1.399589499
11/10/2022 8:35,10,10,99.42438514,7.35144,24.97598,-1.396769597
11/10/2022 8:35,10,10,99.42438514,7.35144,24.97598,-1.399589499
11/10/2022 8:35,10,10,99.42438514,7.35144,24.97598,-1.393949695
11/10/2022 8:35,10,10,98.98831327,7.35144,24.97598,-1.396769597
11/10/2022 8:35,10,10,100.2965289,7.35144,24.97598,-1.393949695
11/10/2022 8:35,5,10,99.860457,7.35144,24.9867,-1.393949695
11/10/2022 8:35,5,10,98.98831327,7.35144,24.9867,-1.393949695
11/10/2022 8:35,5,10,100.7326007,7.35144,24.97598,-1.393949695
11/10/2022 8:35,5,10,100.2965289,7.35144,24.9867,-1.396769597
11/10/2022 8:35,5,10,98.98831327,7.389587,24.97598,-1.393949695
11/10/2022 8:35,5,10,98.98831327,7.389587,24.97598,-1.393949695
11/10/2022 8:35,5,10,99.42438514,7.389587,24.9867,-1.38830989
11/10/2022 8:35,5,10,100.2965289,7.389587,24.9867,-1.391129792
11/10/2022 8:35,5,2.3,62.35827664,7.389587,24.9867,-1.393949695
11/10/2022 8:35,5,2.3,18.31501832,7.389587,24.97598,-1.405229304
11/10/2022 8:35,5,2.3,17.87894645,7.389587,24.97598,-1.38830989
11/10/2022 8:35,5,2.3,19.18716204,7.389587,24.9867,-1.396769597
11/10/2022 8:35,5,2.3,18.75109018,7.389587,24.9867,-1.393949695
11/10/2022 8:35,5,2.3,18.75109018,7.389587,24.9867,-1.393949695
11/10/2022 8:35,5,2.3,18.31501832,7.389587,24.97598,-1.391129792
11/10/2022 8:35,5,2.3,18.75109018,7.427734,24.9867,-1.396769597
