StartDate,StartTime,TotScanConc,TotScanArea,TotScanVol,TotScanMass,10.32,11.01,11.74,12.51,13.34,14.23,15.17,16.18,17.26,18.41,19.64,20.96,22.37,23.87,25.48,27.21,29.05,31.03,33.14,35.41,37.85,40.46,43.26,46.27,49.51,52.99,56.74,60.78,65.14,69.84,74.92,80.42,86.38,92.84,99.85,107.49,115.8,124.88,134.8,145.66,157.59,170.7,185.15,201.1,218.75,238.32,260.07,284.29,311.3,341.48,375.25,413.11,455.59,503.31,556.99,617.4,685.46,762.19,848.75,946.48
221129,13:54:28,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221129,13:55:50,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221129,13:57:11,130.45,3.172,0.073,0.073,0,0,0.01,0.07,0.27,1,3.5,11.94,29.87,47.18,103.46,194.94,194.03,237.07,163.23,103.65,53.43,100.11,88.55,68.31,44.31,52.08,51.94,144.15,117.97,42.75,104.6,129.94,123.38,120.29,214.73,251.21,210.77,211.38,188.34,173.22,128.34,214.04,116.46,101.03,32.39,11.87,17.03,1.42,2.22,24.43,52.88,4.18,0.39,0.04,0,0,0,0,0,0,0,0,0,0
221129,13:58:31,66.265,2.809,0.067,0.067,0,0,0,0,0,0,0.01,0.03,0.13,0.57,2.42,10.31,30.25,26.81,44.53,36.88,7.87,2.38,5.52,23.52,4.04,1.22,4.24,27.84,51.04,27.32,37.31,43.17,26.83,32.74,85.71,65.85,171.3,163.51,144.48,253.53,155.82,104.16,64.54,144.76,33.04,66.97,67.84,61.27,40.82,2.89,0.34,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0
221129,13:59:51,64.449,2.089,0.046,0.046,0,0,0.09,0.4,1.5,5.36,17.81,33.54,15.44,4.89,3.71,11.45,29.89,8.89,2.13,1.72,7.3,33.27,41.6,36.14,33.6,33.43,30.6,24.17,31.44,82.62,18.83,7.36,41.3,144.97,97.31,117.23,150.67,140.14,157.57,192.99,176.81,80.65,39.49,39.01,38.92,42.04,23.97,35.37,4.36,18.68,1.43,0.17,0.02,0,0,0,0,0,0,0,0,0,0,0
221129,14:01:11,69.114,2.435,0.054,0.054,0,0,0,0,0.01,0.05,0.2,0.84,3.38,13.28,30.73,10.78,2.51,0.61,0.34,1.16,6.2,24.49,5.17,3.46,17.79,97.65,36.34,19.58,13.1,14.58,16.26,103.32,83.47,136.26,182.36,270.59,141.18,245.12,82.69,19.02,49.43,90.35,85.86,109.12,34.44,173.91,41.53,5.45,18.66,1.21,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0
221129,14:02:32,84.083,2.352,0.06,0.06,0,0,7.49,22.14,34.81,19.35,6.56,2.47,3.15,10.5,28.98,40.31,58.42,46.47,54.33,15.17,12.18,47.02,103.46,25.88,23.7,26.55,37.49,99.13,107.41,133.34,73.15,35,128.75,143.31,161.27,135.83,206.16,153.29,197.33,112.62,86.97,86.92,22.4,37.16,43.87,74,23.25,17.98,13.06,0.99,0.13,0.02,0.12,1.53,14.03,0.69,0.07,0.01,0,0,0,0,0,0
221129,14:03:52,52.857,2.599,0.08,0.08,0,0,0,0,0,0,0,0,0,0.02,0.08,0.38,1.79,8.61,27.2,6.87,2.24,5.7,23.1,4.21,1.06,2.61,14.42,8.5,35.61,30.34,17.03,38.47,83.33,88.16,119.96,128.41,82.52,141.33,188.65,134.98,82.76,67.81,27.55,94.2,32.23,8.89,16.69,12.35,1.17,3.26,36.95,67.64,5.97,0.55,0.05,0.01,0,0,0,0,0,0,0,0
221129,14:05:12,71.016,2.336,0.053,0.053,0,0,0.43,1.64,5.62,17.74,31.46,15.32,4.46,1.24,0.71,2.03,9.01,26.72,10.97,16.02,49.42,10.19,1.86,0.51,1.22,8.29,52.22,102.51,94.06,69.81,32.92,95.31,45.35,101.15,177.17,93,124.06,181.93,112.36,112.63,234.27,170.74,85.41,28.78,30.1,16.44,1.77,5.86,67.11,18.25,1.65,0.15,0.01,0,0,0,0,0,0,0,0,0,0,0
