Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
-1,7.34,26.3,1000.8,1365,1.3709,8/11/2022,9:09:45
-1,7.26,26.3,1002.1,1563,1.3882,8/11/2022,9:09:55
-1,7.11,26.4,1004.2,1911,1.374,8/11/2022,9:10:05
-1,6.94,26.5,1004,2117,1.3905,8/11/2022,9:10:15
-1,6.84,26.8,1005.7,2318,1.3766,8/11/2022,9:10:25
-1,6.77,26.7,1006.8,2473,1.3929,8/11/2022,9:10:35
-1,6.72,26.8,1008,2643,1.3791,8/11/2022,9:10:45
-1,6.67,26.8,1008.5,2705,1.3952,8/11/2022,9:10:55
-1,6.63,26.8,1007.9,2825,1.3815,8/11/2022,9:11:05
-1,6.59,26.8,1008.8,2863,1.3975,8/11/2022,9:11:15
-1,6.55,26.8,1008.6,2921,1.384,8/11/2022,9:11:25
-1,6.51,26.8,1009.8,3000,1.3998,8/11/2022,9:11:35
-1,6.47,26.8,1009.7,3057,1.3864,8/11/2022,9:11:45
-1,6.43,26.8,1009.4,3069,1.4021,8/11/2022,9:11:55
-1,6.41,26.9,1011,3124,1.3887,8/11/2022,9:12:05
-1,6.37,27,1010.6,3139,1.4043,8/11/2022,9:12:15
-1,6.34,27,1011.4,3204,1.391,8/11/2022,9:12:25
-1,6.32,27.1,1011.4,3195,1.4065,8/11/2022,9:12:35
-1,6.3,27.3,1010.9,3230,1.3933,8/11/2022,9:12:45
-1,6.28,27.3,1010.9,3239,1.4087,8/11/2022,9:12:55
-1,6.25,27.3,1010.6,3255,1.3956,8/11/2022,9:13:05
-1,6.23,27.3,1011.1,3254,1.4109,8/11/2022,9:13:15
-1,6.21,27.3,1011.6,3272,1.3978,8/11/2022,9:13:25
-1,6.19,27.3,1011,3267,1.413,8/11/2022,9:13:35
-1,6.17,27.3,1011.6,3297,1.3999,8/11/2022,9:13:45
-1,6.16,27.3,1011.4,3285,1.4151,8/11/2022,9:13:55
-1,6.15,27.3,1011.3,3303,1.4021,8/11/2022,9:14:05
-1,6.13,27.3,1010.9,3315,1.4171,8/11/2022,9:14:15
-1,6.12,27.6,1012,3279,1.4041,8/11/2022,9:14:25
-1,6.11,27.7,1011.9,3326,1.4191,8/11/2022,9:14:35
-1,6.1,27.7,1011.4,3341,1.4061,8/11/2022,9:14:45
-1,6.1,27.7,1011.9,3381,1.4211,8/11/2022,9:14:55
-1,6.09,27.8,1011.3,3381,1.4081,8/11/2022,9:15:05
-1,6.08,27.8,1012,3382,1.4231,8/11/2022,9:15:15
-1,6.08,27.8,1012.4,3372,1.4101,8/11/2022,9:15:25
-1,6.07,27.8,1011.6,3373,1.4251,8/11/2022,9:15:35
-1,6.06,27.8,1011.3,3338,1.4121,8/11/2022,9:15:45
-1,6.06,27.8,1012,3337,1.427,8/11/2022,9:15:55
-1,6.06,27.8,1011.2,3292,1.414,8/11/2022,9:16:05
-1,6.05,27.8,1011.9,3333,1.429,8/11/2022,9:16:15
-1,6.05,27.9,1011.2,3338,1.4159,8/11/2022,9:16:25
