Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
-1,5.98,26.3,977.3,838,1.3971,4/11/2022,7:50:55
-1,5.97,26.3,977,814,1.4115,4/11/2022,7:51:05
-1,5.97,26.3,977.1,841,1.3994,4/11/2022,7:51:15
-1,5.97,26.3,976.9,825,1.4138,4/11/2022,7:51:25
-1,5.97,26.3,978.3,836,1.4017,4/11/2022,7:51:35
-1,5.96,26.3,977.6,831,1.4161,4/11/2022,7:51:45
-1,5.95,26.3,977.3,834,1.404,4/11/2022,7:51:55
-1,5.95,26.4,976.7,823,1.4184,4/11/2022,7:52:05
-1,5.94,26.5,977.1,832,1.4063,4/11/2022,7:52:15
-1,5.92,26.6,976.7,846,1.4206,4/11/2022,7:52:25
-1,5.9,26.7,976.7,862,1.4086,4/11/2022,7:52:35
-1,5.88,26.7,979.1,851,1.4228,4/11/2022,7:52:45
-1,5.88,26.8,980,845,1.4108,4/11/2022,7:52:55
-1,5.89,26.8,979.3,855,1.425,4/11/2022,7:53:05
-1,5.91,26.8,979.2,867,1.4128,4/11/2022,7:53:15
-1,5.94,26.8,979.4,852,1.4272,4/11/2022,7:53:25
-1,5.98,26.8,980.1,850,1.4146,4/11/2022,7:53:35
-1,6.04,26.8,979.7,836,1.4293,4/11/2022,7:53:45
-1,6.06,26.8,979.9,837,1.4169,4/11/2022,7:53:55
-1,6.03,26.8,980.2,840,1.4315,4/11/2022,7:54:05
-1,6.01,26.8,978.8,839,1.4192,4/11/2022,7:54:15
-1,5.98,26.9,978.9,851,1.4337,4/11/2022,7:54:25
-1,5.93,27.1,977,843,1.4261,4/11/2022,7:54:35
-1,5.3,27.2,977.1,838,1.4367,4/11/2022,7:54:45
-1,4.43,27.2,976.8,827,1.4285,4/11/2022,7:54:55
-1,4.13,27.2,976.9,813,1.4389,4/11/2022,7:55:05
-1,4.05,27.3,976.3,813,1.4313,4/11/2022,7:55:15
-1,3.94,27.3,977.2,816,1.4411,4/11/2022,7:55:25
-1,3.81,27.3,976.2,818,1.4339,4/11/2022,7:55:35
-1,3.94,27.3,979.9,835,1.4426,4/11/2022,7:55:45
-1,4.51,27.3,980.4,846,1.4326,4/11/2022,7:55:55
-1,4.89,27.3,980,859,1.4447,4/11/2022,7:56:05
-1,4.88,27.3,980,869,1.4348,4/11/2022,7:56:15
-1,4.87,27.3,979.7,868,1.4469,4/11/2022,7:56:25
-1,4.8,27.5,979,868,1.4372,4/11/2022,7:56:35
-1,4.72,27.6,979.5,867,1.4489,4/11/2022,7:56:45
-1,4.71,27.7,980.2,866,1.4393,4/11/2022,7:56:55
-1,4.69,27.7,979,862,1.4511,4/11/2022,7:57:05
-1,4.56,27.8,980.2,864,1.4427,4/11/2022,7:57:15
-1,4.3,27.8,978.8,861,1.4533,4/11/2022,7:57:25
-1,4.02,27.8,979.9,866,1.446,4/11/2022,7:57:35
-1,3.77,27.8,979.5,860,1.4555,4/11/2022,7:57:45
-1,3.52,27.8,978.9,865,1.4494,4/11/2022,7:57:55
-1,3.26,27.8,979.6,857,1.4576,4/11/2022,7:58:05
-1,3.04,27.8,979.3,856,1.4522,4/11/2022,7:58:15
-1,2.87,27.8,980,855,1.4596,4/11/2022,7:58:25
-1,2.73,27.8,980.4,856,1.4548,4/11/2022,7:58:35
-1,2.61,27.8,979.3,862,1.4616,4/11/2022,7:58:45
-1,2.51,27.8,979.8,856,1.4571,4/11/2022,7:58:55
-1,2.43,27.8,980.1,856,1.4635,4/11/2022,7:59:05
-1,2.36,28,980.2,852,1.4593,4/11/2022,7:59:15
-1,2.29,28.1,980.1,855,1.4655,4/11/2022,7:59:25
-1,2.22,28.2,980.2,856,1.4615,4/11/2022,7:59:35
-1,2.16,28.2,979.8,858,1.4673,4/11/2022,7:59:45
-1,2.11,28.3,978.8,859,1.4636,4/11/2022,7:59:55
-1,2.07,28.3,979.5,860,1.4692,4/11/2022,8:00:05
-1,2.03,28.3,979.3,861,1.4655,4/11/2022,8:00:15
-1,2,28.3,979.8,864,1.471,4/11/2022,8:00:25
