Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
-1,6.02,32.7,973.9,850,1.5155,10/11/2022,9:58:12
-1,6.01,32.7,974,832,1.5299,10/11/2022,9:58:22
-1,6.01,32.7,973,834,1.5162,10/11/2022,9:58:32
-1,6.01,32.7,972.4,837,1.5306,10/11/2022,9:58:42
-1,6.01,32.7,973.5,835,1.5168,10/11/2022,9:58:52
-1,6.02,32.7,973.7,839,1.5312,10/11/2022,9:59:02
-1,6.02,32.7,972.1,831,1.5174,10/11/2022,9:59:12
-1,6.04,32.7,972.4,828,1.5318,10/11/2022,9:59:22
-1,6.05,32.7,974.1,848,1.5179,10/11/2022,9:59:32
-1,6.06,32.7,973.5,848,1.5325,10/11/2022,9:59:42
-1,6.07,32.7,972.8,822,1.5185,10/11/2022,9:59:52
-1,6.07,32.7,973.4,850,1.5331,10/11/2022,10:00:02
-1,6.08,32.7,971.8,836,1.5191,10/11/2022,10:00:12
-1,6.08,32.7,972.2,835,1.5337,10/11/2022,10:00:22
-1,6.08,32.7,973.4,852,1.5197,10/11/2022,10:00:32
-1,6.08,32.7,973.2,856,1.5343,10/11/2022,10:00:42
-1,6.08,32.7,973,852,1.5204,10/11/2022,10:00:52
-1,6.07,32.8,972.8,864,1.5349,10/11/2022,10:01:02
-1,6.07,32.9,973,844,1.5209,10/11/2022,10:01:12
-1,6.07,32.9,973.5,833,1.5355,10/11/2022,10:01:22
-1,6.08,33,973.1,820,1.5215,10/11/2022,10:01:32
-1,6.08,33,973,818,1.5361,10/11/2022,10:01:42
-1,6.08,32.9,972.2,822,1.5221,10/11/2022,10:01:52
-1,6.09,33.1,972.9,822,1.5367,10/11/2022,10:02:02
-1,6.09,33.1,973.2,851,1.5227,10/11/2022,10:02:12
-1,6.09,33.1,973.3,851,1.5372,10/11/2022,10:02:22
-1,6.09,33.1,973,848,1.5232,10/11/2022,10:02:32
-1,6.09,33.1,973.3,848,1.5378,10/11/2022,10:02:42
-1,6.1,33.1,973.4,853,1.5237,10/11/2022,10:02:52
-1,6.1,33.1,972.4,836,1.5383,10/11/2022,10:03:02
-1,6.1,33.1,972.2,843,1.5243,10/11/2022,10:03:12
-1,6.1,33.1,972.8,838,1.5389,10/11/2022,10:03:22
-1,6.1,33.1,972.5,827,1.5248,10/11/2022,10:03:32
-1,6.11,33.1,973.5,862,1.5394,10/11/2022,10:03:42
-1,6.11,33.1,972.1,881,1.5253,10/11/2022,10:03:52
-1,6.11,33.1,973.5,866,1.54,10/11/2022,10:04:02
-1,6.12,33.1,973.4,875,1.5258,10/11/2022,10:04:12
-1,6.12,33.1,972.4,835,1.5405,10/11/2022,10:04:22
-1,6.12,33.1,972.5,846,1.5263,10/11/2022,10:04:32
-1,6.13,33.1,973.6,855,1.541,10/11/2022,10:04:42
-1,6.13,33.1,973.3,844,1.5268,10/11/2022,10:04:52
-1,6.13,33.1,973.2,877,1.5415,10/11/2022,10:05:02
-1,6.13,33.1,972.7,868,1.5273,10/11/2022,10:05:12
-1,6.14,33.1,972.3,856,1.542,10/11/2022,10:05:22
-1,6.14,33.1,972.7,851,1.5278,10/11/2022,10:05:32
-1,6.14,33.1,973,880,1.5425,10/11/2022,10:05:42
-1,6.14,33.1,972.6,858,1.5283,10/11/2022,10:05:52
-1,6.14,33.1,972.5,834,1.543,10/11/2022,10:06:02
-1,6.15,33.2,973.3,851,1.5287,10/11/2022,10:06:12
-1,6.15,33.2,972.3,834,1.5435,10/11/2022,10:06:22
-1,6.15,33.1,972.8,877,1.5292,10/11/2022,10:06:32
-1,6.15,33.2,972.7,858,1.5439,10/11/2022,10:06:42
-1,6.16,33.2,972.1,835,1.5296,10/11/2022,10:06:52
-1,6.16,33.2,973.4,875,1.5444,10/11/2022,10:07:02
-1,6.17,33.2,972.9,864,1.5301,10/11/2022,10:07:12
-1,6.17,33.2,972.2,887,1.5449,10/11/2022,10:07:22
-1,6.17,33.2,973.4,887,1.5306,10/11/2022,10:07:32
-1,6.17,33.3,972,857,1.5453,10/11/2022,10:07:42
-1,6.17,33.4,972.7,857,1.531,10/11/2022,10:07:52
-1,6.17,33.3,972.7,871,1.5458,10/11/2022,10:08:02
-1,6.18,33.5,973,846,1.5315,10/11/2022,10:08:12
-1,6.17,33.4,972.4,872,1.5463,10/11/2022,10:08:22
-1,6.18,33.6,972.3,865,1.5319,10/11/2022,10:08:32
-1,6.18,33.5,973,865,1.5467,10/11/2022,10:08:42
-1,6.18,33.6,972,875,1.5324,10/11/2022,10:08:52
-1,6.18,33.6,972.4,837,1.5472,10/11/2022,10:09:02
-1,6.18,33.6,972.5,892,1.5328,10/11/2022,10:09:12
-1,6.18,33.6,971.3,869,1.5476,10/11/2022,10:09:22
-1,6.17,33.6,972.8,881,1.5333,10/11/2022,10:09:32
-1,6.17,33.6,973.7,912,1.5481,10/11/2022,10:09:42
-1,6.16,33.6,971.8,873,1.5337,10/11/2022,10:09:52
-1,6.16,33.6,972.8,858,1.5485,10/11/2022,10:10:02
-1,6.15,33.6,973.8,883,1.5342,10/11/2022,10:10:12
-1,6.13,33.6,973.5,869,1.5489,10/11/2022,10:10:22
-1,6.12,33.6,972.8,856,1.5347,10/11/2022,10:10:32
-1,6.12,33.6,973.3,895,1.5493,10/11/2022,10:10:42
-1,6.11,33.6,973.4,903,1.5351,10/11/2022,10:10:52
-1,6.11,33.6,973.2,899,1.5497,10/11/2022,10:11:02
-1,6.11,33.6,972.2,897,1.5355,10/11/2022,10:11:12
-1,6.1,33.6,972,845,1.5501,10/11/2022,10:11:22
-1,6.1,33.6,973.6,837,1.536,10/11/2022,10:11:32
-1,6.09,33.6,973.5,837,1.5506,10/11/2022,10:11:42
-1,6.08,33.6,972.8,852,1.5364,10/11/2022,10:11:52
-1,6.08,33.6,972.3,853,1.5509,10/11/2022,10:12:02
-1,6.08,33.6,972.8,844,1.5368,10/11/2022,10:12:12
-1,6.08,33.6,973.3,844,1.5514,10/11/2022,10:12:22
-1,6.07,33.6,973.3,894,1.5372,10/11/2022,10:12:32
-1,6.07,33.6,972.8,914,1.5517,10/11/2022,10:12:42
-1,6.07,33.6,973,914,1.5376,10/11/2022,10:12:52
-1,6.07,33.6,973,891,1.5521,10/11/2022,10:13:02
-1,6.07,33.6,972.9,873,1.538,10/11/2022,10:13:12
-1,6.07,33.6,972.9,870,1.5525,10/11/2022,10:13:22
-1,6.06,33.6,972.7,852,1.5383,10/11/2022,10:13:32
-1,6.06,33.7,972.2,834,1.5529,10/11/2022,10:13:42
-1,6.07,33.7,971.8,823,1.5387,10/11/2022,10:13:52
-1,6.07,33.7,972.1,820,1.5533,10/11/2022,10:14:02
